Column1;PORT_NAME;VID;coords
2038;Seoul;PID410;((126.58833302557468, 37.332371016964316),)
2039;Unknown;PID411;((126.49252521986276, 37.3881677535),)
2040;ULSAN;PID412;((129.4345365315, 35.420577800000004),)
2041;Unknown;PID413;((129.4414099450023, 35.4347456475),)
2042;Janghang/Seocheon-gun;PID414;((126.46402751549999, 35.965651328999996),)
18422;E11;PID415;((151.59333297475, -23.899928535500003),)
2043;KUNSAN;PID416;((126.57513902988285, 35.99329333752394),)
2045;DAESAN HANG;PID417;((126.39045735678404, 37.03023039735854),)
2046;Unknown;PID418;((126.3321641237425, 37.02311558648944),)
2050;Port of Mumbai;PID419;((72.94021468458291, 18.916789996),)
2052;DURBAN;PID420;((31.083391138778502, -29.858009526506066),)
2053;Unknown;PID421;((22.13236609640667, -34.15637210011482),)
2054;Unknown;PID422;((18.43275644900111, -33.839550367),)
2055;TAURANGA;PID423;((176.15197503503998, -37.645385982468724),)
2057;MINA ABD ALLAH;PID424;((48.23142984625, 29.007277786),)
2061;Keihin Port;PID425;((139.66683872528944, 35.35732816904783),)
2062;Unknown;PID426;((139.7321133523692, 35.439575468190014),)
2063;KAWASAKI KO;PID427;((139.7179489412796, 35.44816138688475),)
18446;C;PID428;((24.150242528702265, 59.8815939945),)
2065;SAKAI-SENBOKU;PID429;((135.4056141747043, 34.53283534850925),)
2064;Yokosuka Port;PID430;((139.6778323687613, 35.30831951647997),)
2067;Kobe Ku;PID431;((135.2489523452855, 34.67445824760944),)
2069;Grand Port Maritime de Nantes-Saint-Nazaire Harbour District;PID432;((-2.3321657040540815, 47.170134996499996),)
2070;Nantes-Saint-Nazaire Harbour District;PID433;((-2.235550752044261, 47.241490012966096),)
2071;Grand Port Maritime de Bordeaux District;PID434;((-0.5485333700973443, 44.940100028179586),)
2072;Unknown;PID435;((-1.2451939327493204, 46.1616513133049),)
2073;District of Grand Port Maritime de Rouen;PID436;((-0.15051175518372897, 49.4879100095),)
2075;PORT KLANG;PID437;((101.2609682435, 2.847290094),)
2076;LUMUT PORT LIMIT;PID438;((100.53590136345218, 4.199986774),)
2077;LUMUT MARITIME TERMINAL HARBOUR LIMIT;PID439;((100.6084838786917, 4.229013933800161),)
2078;PULAU PINANG;PID440;((100.34536084307302, 5.391523260623217),)
2079;Pulau Labuan Port;PID441;((115.1387668255, 5.2166667014999994),)
2080;Unknown;PID442;((115.25977842374965, 5.261121466755867),)
2081;Batangas Harbour Limit;PID443;((120.96107186, 13.708743536),)
2082;Unknown;PID444;((11.86340827573151, 57.69124792423099),)
2083;TILBURY;PID445;((0.45360165504840033, 51.48129627574235),)
2084;Port of Milford Haven;PID446;((-5.19138731188753, 51.66819733567536),)
2085;Port of Sheerness Limited;PID447;((0.6698085823661553, 51.41669493634254),)
18466;F;PID448;((25.50948820743543, 60.012358430999996),)
2087;Port of Southampton;PID449;((-1.2901981094718393, 50.82128937821835),)
2088;Mina' Rashid Port;PID450;((55.216750265990214, 25.283282613381743),)
2089;Ra´s Laffan Port Limit;PID451;((51.674503590239965, 25.91083763167262),)
2090;BELFAST;PID452;((-5.889368748172213, 54.62636856827885),)
2091;Port of Liverpool;PID453;((-3.298937180567674, 53.5224305135),)
2092;Harbour and Port of Manchester;PID454;((-2.947479434348688, 53.32248570397496),)
2094;Port of Cork Company Authority;PID455;((-8.355398365730416, 51.883173077367246),)
2095;Americas Cup Harbor;PID456;((-117.1942126368084, 32.721915151923895),)
2097;EAST LONDON;PID457;((27.935595251892853, -33.022414301522076),)
18481;H;PID458;((26.45149732087454, 60.1487205125),)
2099;Port Tuapse;PID459;((39.06905100923584, 44.06183071900159),)
2100;Mina' Zayid Port;PID460;((54.3571851095, 24.5437475475),)
2101;Oita Ko;PID461;((131.74428370760614, 33.26408393215388),)
2102;MARMAGAO;PID462;((73.78624695818871, 15.426535299047828),)
2103;PANAJI;PID463;((73.71506557120571, 15.469580353000001),)
2104;Port of Kandla;PID464;((70.1258244125, 22.8346941705),)
2098;DE KASTRI;PID465;((140.83933433227966, 51.46137001924217),)
2107;MUNDRA;PID466;((69.83349191818533, 22.561356201000002),)
2108;Port of Kamarajar;PID467;((80.36662839353085, 13.23888384271413),)
2109;Port Dahej;PID468;((72.53583346922838, 21.63689522971426),)
2110;Unknown;PID469;((-15.394649540782407, 28.130730874836445),)
2111;Richards Bay;PID470;((32.119184313341975, -28.806122923269868),)
2112;Port Mombasa;PID471;((39.69643747232773, -4.075975175946951),)
2113;KASHIMA KO;PID472;((140.7279770176368, 35.93736077193171),)
2114;Huludao Gang;PID473;((120.06209442547062, 40.07397101260722),)
2116;Laizhou Gang;PID474;((119.95411394302218, 37.45490706525743),)
2117;Qingdao Gang;PID475;((119.77836841769467, 35.539872441),)
2121;Kuzi Gang;PID476;((120.88529710545052, 31.9205614965),)
2124;Rugao Gang;PID477;((120.52499801865446, 32.073128521),)
2125;NANTONG;PID478;((120.7998471116907, 31.992608103901148),)
2127;Unknown;PID479;((120.63031668497854, 32.012924286),)
2131;Nanjing Gang;PID480;((118.9453090896211, 32.17888596907467),)
2132;Shenzhen Gang;PID481;((113.82701366866578, 22.47984797693789),)
2133;Zhanjiang Gang;PID482;((110.44181108725155, 21.114799305),)
2134;Yangpu Gang;PID483;((109.15550692030467, 19.7758939995),)
2135;XIAMEN;PID484;((118.05102241850639, 24.472252009436488),)
2136;PORTUL CONSTANTA;PID485;((28.65955563883096, 44.15620068088174),)
2137;Lisboa Harbour;PID486;((-9.14980551088054, 38.69373764377087),)
2138;SETUBAL;PID487;((-8.792063305154443, 38.46505334135145),)
2139;BAHIA HERRADURA GUAYACAN;PID488;((-71.35716975359065, -29.974288484081626),)
2140;Unknown;PID489;((39.129990214071036, 21.45386124495417),)
2141;KHALIFA BIN SALMAN;PID490;((50.71686189814699, 26.124235731),)
2142;Istanbul Port;PID491;((29.6597527475, 41.30261213),)
2143;Sile Port;PID492;((29.328981100020712, 41.321946121),)
2146;Unknown;PID493;((39.48660217328431, 15.615416248328984),)
2147;CHIBA KO;PID494;((140.00340841533648, 35.52823152858764),)
2148;Outer Harbour;PID495;((139.98951273197608, 35.564729981),)
2149;Section 3;PID496;((136.8556054384792, 35.02793471328914),)
2150;Section 4;PID497;((136.84020536979983, 35.05864977836609),)
2151;Section 5;PID498;((136.81285712679045, 34.963242849335074),)
2153;Unknown;PID499;((136.6849346451589, 34.96023303363472),)
2154;NISHIHARA;PID500;((127.81815209425986, 26.22905700467527),)
2155;Unknown;PID501;((126.35923290814455, 34.77128100581467),)
2157;Unknown;PID502;((112.98682356471355, 3.2906999805000003),)
2158;Unknown;PID503;((14.482931736856699, -22.897216421552002),)
2160;OTAGO HARBOR;PID504;((170.69075141630137, -45.79471103847027),)
2161;SYDNEY;PID505;((151.3213790391007, -33.834300194866955),)
2162;BOTANY BAY;PID506;((151.26576480367862, -34.00391798000783),)
2164;SALDANHA BAY;PID507;((17.97768135367545, -33.05058981757611),)
2165;Unknown;PID508;((173.23268114222543, -41.244208915),)
2166;DAMIETTA PORT;PID509;((31.760764349586346, 31.46432189270854),)
2167;PORT DE COMMERCE;PID510;((-4.466200601422965, 48.37842996697873),)
2168;Port autonome de Nouméa;PID511;((166.42628133614173, -22.262319987639785),)
2169;KHARG ISLAND OIL TERMINAL;PID512;((50.34934523717312, 29.228587858378887),)
2170;Unknown;PID513;((50.27941353052078, 29.235160066746175),)
2171;Port of Newcastle;PID514;((151.76994740572474, -32.88383897859603),)
2172;Maritime Port Murmansk;PID515;((33.10087616068919, 69.06160031910986),)
2173;Port Arkhangel'sk;PID516;((40.63861369444581, 64.68400432728231),)
2174;Port Primorsk (Section 1);PID517;((28.728279073768313, 60.30589662026614),)
2175;Port Novorossiysk;PID518;((37.76282222941518, 44.63307204656303),)
2177;Port Taman';PID519;((36.60850999300124, 45.08437336888164),)
2178;Water Area of Maritime Port Kavkaz;PID520;((36.5521299350909, 45.172366043552756),)
2179;NAKHODKA;PID521;((132.92453388033897, 42.78547804802656),)
2180;VOSTOCHNYY;PID522;((133.0085502628708, 42.75487207341939),)
2181;Odesa Port;PID523;((30.744834388315546, 46.498402864672244),)
2182;PUERTO DE BILBAO;PID524;((-3.0673395847039027, 43.365845759399235),)
2183;ROTA;PID525;((-6.323084869935835, 36.57512109261006),)
2184;MEJILLONES;PID526;((-70.43998935905984, -23.063125130720437),)
2185;KARWAR;PID527;((74.08313077906908, 14.83035902492702),)
2186;New Plymouth;PID528;((174.02940424042527, -39.04865403659642),)
2187;Lyttelton;PID529;((172.76469152667238, -43.61108297947794),)
2188;CARTAGENA;PID530;((-1.0337803234236416, 37.56840352434665),)
2189;Harbour Limit Hamburg;PID531;((9.925321217632899, 53.51000300050001),)
2190;Ports of Bremen;PID532;((8.74636582953367, 53.105649807999995),)
2191;PORT BONYTHON;PID533;((137.7381440144199, -33.0129797145),)
2193;Mesaieed Port Limit;PID534;((51.737588932250006, 25.030264975),)
2194;Unknown;PID535;((-89.6875172845, 21.354691008499998),)
2195;Jinzhou Gang;PID536;((121.05996747921716, 40.7611613435),)
2196;Qinzhou Gang;PID537;((108.57264453611637, 21.7093680145),)
2197;CAIRNS;PID538;((145.79739584058268, -16.8874847605),)
2198;Unknown;PID539;((174.53902477437748, -35.8652322315),)
2199;Bei Gangqu;PID540;((121.27241327393972, 39.5829654945),)
2200;Zhuhai Gang;PID541;((113.18420910840698, 21.9220539875),)
2201;PUERTO SARA;PID542;((-70.1645670859719, -52.6229085955),)
2202;Unknown;PID543;((-70.6333223725, -26.34931066),)
2203;PUERTO CALDERA;PID544;((-70.82655476082338, -27.050550612000002),)
2204;Unknown;PID545;((-76.82723990792479, 17.945429803499998),)
2206;Unknown;PID546;((126.75094920011003, 37.011041748),)
2207;GWANGYANG HANG;PID547;((127.80130381875, 34.880778291),)
2208;Unknown;PID548;((127.69169082125, 34.8781563895),)
2209;GOVE;PID549;((136.66681350875, -12.212359998),)
2210;DAMPIER;PID550;((116.74293161322751, -20.5074461825),)
2211;Port of Gladstone;PID551;((151.41318819929728, -23.862547259),)
2212;Huizhou Gang;PID552;((114.62711879231053, 22.696287994499997),)
2214;AIN SUKHNA TERMINAL;PID553;((32.528621466975956, 29.908353625796735),)
18598;PNR-Nord;PID554;((11.76222216775, -4.730226849),)
2216;KERTIH HARBOUR LIMIT;PID555;((103.51283886542242, 4.588462505),)
2217;Humber Port;PID556;((0.047753337, 53.583918940000004),)
2215;Unknown;PID557;((101.74215491904911, 2.537679439),)
2219;ASHQELON;PID558;((34.50351081564136, 31.6520453005),)
2220;Port Darwin;PID559;((130.83454045544443, -12.4823192225),)
2218;Sullom Voe;PID560;((-1.2530834986468178, 60.54706803),)
2222;Huanghua Gang;PID561;((117.9756831442495, 38.36797351),)
2223;Dongying Gang;PID562;((118.94967675327666, 38.1377999945),)
2224;Jiaxing Gang;PID563;((121.09797171273087, 30.559917935170233),)
2225;JAZIREH-YE LAVAN OIL TERMINAL;PID564;((53.345785362092386, 26.785872196),)
2226;Sirri Oil Terminal;PID565;((54.563068600623616, 25.893295314),)
2227;Kemaman Port Harbour;PID566;((103.5041325835, 4.228307045499999),)
18612;Mouillage de Souellaba;PID567;((9.544662490241718, 3.8948899829999997),)
2228;TUTICORIN;PID568;((78.24336462546005, 8.7673695055),)
2230;Sines Harbour;PID569;((-8.90629928915006, 37.948169379),)
2229;WELLINGTON;PID570;((174.84708405626643, -41.270730262),)
2232;ZHOUSHAN;PID571;((122.0979375873847, 29.9947030275),)
2231;Ximatou Gang;PID572;((122.15160829620008, 30.118135017999997),)
2234;Shenjiamen Xigangqu;PID573;((122.25076813168445, 29.955255989),)
2235;Zhitou Gang;PID574;((122.10953672356412, 29.806969309499998),)
2236;CHITTAGONG;PID575;((91.74752778449405, 22.231495664),)
18621;No 2;PID576;((11.936036232734553, 54.2120292175),)
18620;No 1;PID577;((11.99583354591158, 54.232190167),)
2239;Port of Magdalla;PID578;((72.5545570142938, 21.0582285835),)
2240;Putian Gang;PID579;((118.97360891290052, 25.211772699),)
2237;Unknown;PID580;((171.30455604475, -44.387004263),)
2242;AZ ZAWIYA;PID581;((12.700055481, 32.824212717500004),)
2243;Unknown;PID582;((174.8470030025079, -36.720617101),)
2244;Port of Broome;PID583;((122.27361387002496, -17.9904619555),)
2245;Sillamäe;PID584;((27.754591085089572, 59.417058904499996),)
2246;JAKARTA;PID585;((106.87447248425, -6.02459575),)
2247;SUNGAIPAKNING;PID586;((102.17021762904221, 1.3468832845),)
2248;Unknown;PID587;((115.53133495825, -8.520642150499999),)
2249;Gaogang Gang;PID588;((119.82961985219477, 32.289131004),)
2250;GEBZE;PID589;((29.262852478462463, 40.783816957499994),)
2251;MUBARRAZ OIL TERMINAL;PID590;((53.553716704466126, 24.435598155999998),)
2252;Port of Muhammad Bin Qasim;PID591;((67.09298607662225, 24.6190519485),)
2253;Unknown;PID592;((11.119774799526269, 33.487332612),)
2254;Ad Dammam Port;PID593;((50.208966487163465, 26.554335909499997),)
2255;RAS  TANNURAH;PID594;((50.205069189725066, 27.028653435000003),)
18641;Elbe Approach Reede;PID595;((7.75333333475, 54.076666636),)
2257;Port of Hobart;PID596;((147.39620851525, -42.902195881500006),)
2259;Colombo Port;PID597;((79.74994361374999, 6.9415885295),)
18644;Neue Weser N - Reede;PID598;((7.8225833405, 53.909891699),)
2261;KUANTAN HARBOUR LIMIT;PID599;((103.4654574135, 3.9000617845),)
2260;Port Prigorodnoye;PID600;((142.91864368745652, 46.5983403375),)
18648;Außenelbe-Reede;PID601;((8.153705673852071, 54.0438421815),)
18649;Neuwerk-Reede;PID602;((8.508211006156905, 53.966183345),)
2266;ALOTOA;PID603;((150.44573480116404, -10.319550200365484),)
2264;Port of Wyndham;PID604;((128.15568600393016, -15.106638874772884),)
18656;Freiburg-Reede;PID605;((9.32860544866723, 53.840233348),)
2273;GREAT YARMOUTH PORT AUTHORITY;PID606;((1.7469964020523694, 52.58447316940874),)
18659;Neufeld-Reede Ost;PID607;((9.071113121378765, 53.8856830545),)
18662;Krautsand-Reede;PID608;((9.392885388899018, 53.763165017),)
2282;EDEN;PID609;((149.92103433743165, -37.080277358000004),)
2283;Nanaimo;PID610;((-123.90600187203916, 49.175603524781764),)
2284;CHICOUTIMI (PORT SAGUENAY);PID611;((-70.79694643802709, 48.410770031),)
18674;Schilligreede Süd;PID612;((8.079326404466212, 53.714293450499994),)
2292;Unknown;PID613;((131.86404489421705, 33.25377515517175),)
18677;Quarantäne-Reede;PID614;((8.060256434912134, 53.7081821215),)
18678;Wanger-Reede;PID615;((8.075452198986511, 53.677400000999995),)
2297;Port of Abbot Point;PID616;((148.35273668808156, -19.989993581),)
2299;Port of Lorengau;PID617;((147.33619268557015, -2.000195765),)
2300;Port de Bayonne;PID618;((-1.4937521585201432, 43.5113705182448),)
2302;harbour limit Emden;PID619;((7.202197092420959, 53.34666883572936),)
2303;Porto Canale o Industriale;PID620;((9.085120138883, 39.17494454886764),)
2305;MANILA;PID621;((120.94548928495536, 14.511213621752168),)
2308;FELIXSTOWE;PID622;((1.2248981073352954, 52.0009532335),)
18695;Delta Zone;PID623;((9.0225166705, 44.349630695),)
2311;SUNDERLAND;PID624;((-1.3513929703518874, 54.919047905132174),)
18700;;PID625;((10.287148004499999, 43.496278859),)
18706;A;PID626;((11.760344049053566, 42.0745366295),)
18707;B;PID627;((11.7746355355, 42.0552297955),)
2323;PRINCE RUPERT;PID628;((-130.24778545434475, 54.279169351793826),)
2325;YANTAI;PID629;((121.45024526427824, 37.557750502601266),)
18708;ALFA;PID630;((12.118026138831098, 41.791482232),)
2327;Quanzhou Gang;PID631;((118.80698836156026, 24.864344489),)
2329;Shanwei Gang;PID632;((115.3139528938937, 22.768216249532998),)
2330;YANTIAN;PID633;((114.36327659588216, 22.579286978),)
18717;Zona C;PID634;((14.435880446750001, 40.74054932200001),)
2337;STRAUMSVIK;PID635;((-22.054060928767488, 64.06059143599123),)
2342;HUASCO;PID636;((-71.23529690283087, -28.45685748383403),)
2344;Nishi Ku;PID637;((144.3074649481957, 42.997384294867516),)
18729;;PID638;((13.542653323495436, 43.7174197),)
2345;Outer Harbour;PID639;((144.32977591137399, 42.986784959211946),)
2346;Unknown;PID640;((143.3369705121272, 42.29174070060253),)
2348;EASTERN PART OF NIIGATA-KO;PID641;((139.22181580681354, 37.99255401827395),)
2349;Outer Harbour;PID642;((139.136115445, 37.9925397685),)
2352;NOSHIRO KO;PID643;((139.98708912564445, 40.202236217446625),)
2355;Hitachinaka Ko;PID644;((140.63317937662563, 36.40831945929676),)
2356;ISHINOMAKI KO;PID645;((141.33427140446213, 38.40494407340884),)
2359;Unknown;PID646;((140.97115319759087, 37.84882374107838),)
2362;Outer Harbour;PID647;((137.11690878029913, 36.79232336115092),)
18747;Zona Hotel;PID648;((9.152145841500001, 39.127279766499996),)
2363;SHIMMINATO;PID649;((137.11517606580003, 36.76705250982195),)
2367;HIROHATA;PID650;((134.628473642127, 34.75875249132514),)
2369;SHIKAMA;PID651;((134.66047222443717, 34.76383691187948),)
2374;Niihama Ku;PID652;((133.24197138952394, 33.978250958025455),)
2378;Section 1;PID653;((133.25485012767334, 34.41614035516977),)
2379;Unknown;PID654;((133.1844954649926, 34.39861962106079),)
2380;KUDAMATSU;PID655;((131.8872610037215, 33.97322751581669),)
2382;KOCHI KO;PID656;((133.5565268791214, 33.52490084711462),)
2383;Unknown;PID657;((131.68705396181184, 32.44321909267455),)
2385;Unknown;PID658;((136.05564359856663, 35.68470816593617),)
2391;Unknown;PID659;((126.21715025836895, 36.91174582578242),)
2393;Unknown;PID660;((128.0825704290948, 34.913295968435705),)
2394;Bangkok (Krung Thep);PID661;((100.58846131642144, 13.4490844975),)
2395;Krung Thep (Bangkok);PID662;((100.58513146228154, 13.58222319278866),)
2396;PIPAVAV BANDAR;PID663;((71.53884572280519, 20.926484637893736),)
2402;Section 4;PID664;((139.82501290948233, 35.596721400506794),)
2403;Tokyo Ku;PID665;((139.8018963234775, 35.60308955144137),)
2405;PORT WALCOTT;PID666;((117.34096600095981, -20.604892219416797),)
2406;THURSDAY ISLAND;PID667;((142.24978368868437, -10.57255509775132),)
2407;Port of Kavieng;PID668;((150.77996847324223, -2.5883559230715036),)
2408;Kavieng Harbor;PID669;((150.746721904, -2.619745689),)
2409;Port of Rabaul;PID670;((152.16620550490916, -4.234141982160509),)
2414;ORTONA;PID671;((14.416816899165234, 42.35175759997219),)
2416;LONDONDERRY;PID672;((-7.10387403525, 55.0901467725),)
2418;Londonderry Outer Pilotage Area;PID673;((-6.887941999903116, 55.226459065),)
2423;NEWPORT;PID674;((-2.988957733872784, 51.55932756140828),)
2425;Ajman Port Limit;PID675;((55.447174321494046, 25.43330422124326),)
2433;KAGOSHIMA KO;PID676;((130.5714819911567, 31.52778496965766),)
2434;Taniyama Ku;PID677;((130.52766438991557, 31.489687920548022),)
6997;;PID678;((-8.726390127473362, 33.106007500000004),)
2439;POS'YET;PID679;((130.81085759952242, 42.62174880132079),)
2441;Unknown;PID680;((9.89867362277359, 57.05914144869894),)
2446;Port of Karaikal;PID681;((79.90441316545379, 10.849150442518294),)
2447;Port of Nagapattinam;PID682;((79.9017785589902, 10.8128502635),)
2450;Port of Dhamra;PID683;((86.9878503587097, 20.83653164561838),)
2457;GEORGETOWN;PID684;((-58.17383213989295, 6.819602041505277),)
2458;KISARAZU KO;PID685;((139.8108422040744, 35.37190006580204),)
2459;Unknown;PID686;((139.8401666725288, 35.4128625523299),)
2460;KINUURA KO;PID687;((136.95160618769114, 34.86332742031664),)
2463;HIGASHI-HARIMA;PID688;((134.80048868608, 34.71943541429937),)
